ID,intRR,intRRstd,intRRmax,intRRmin,intRRmean,intRRvar
A00064,0.741666666666667,0.0629334542045775,0.76,0.35,0.730583333333333,0.00396061965811966
A00065,0.863333333333333,0.162599110479711,1.24,0.446666666666669,0.843548387096774,0.0264384707287932
A00066,0.800000000000001,0.195111024716216,1.17666666666667,0.446666666666667,0.726083333333333,0.0380683119658121
A00067,0.708333333333334,0.120468634757155,0.95,0.343333333333334,0.712777777777778,0.0145126919602529
A00068,0.758333333333334,0.119628461103735,0.926666666666662,0.359999999999999,0.746625,0.0143109687060478
A00069,1.14666666666666,0.167547340855255,1.16333333333333,0.6,1.07160493827161,0.028072111427667
A00070,0.835000000000001,0.0889680203330126,0.873333333333333,0.503333333333332,0.800925925925926,0.00791530864197534
A00071,0.600000000000001,0.0711973424258696,0.806666666666667,0.52,0.630141843971631,0.00506906156850653
A00072,1.06,0.263002292942837,1.11666666666667,0.343333333333334,0.901041666666667,0.06917020609319
A00073,0.700000000000001,0.13583848275708,0.9,0.346666666666667,0.646739130434783,0.0184520933977456
A00074,1.445,0.378310508153964,1.52333333333333,0.403333333333333,1.21833333333333,0.14311884057971
A00075,0.583333333333332,0.00833428565987025,0.596666666666667,0.566666666666666,0.581866666666667,6.94603174603189e-05
A00076,0.726666666666667,0.0693564103246162,0.896666666666667,0.366666666666667,0.723821138211382,0.00481031165311653
A00077,0.870000000000001,0.0578240757589235,1.06666666666667,0.796666666666668,0.885454545454546,0.00334362373737373
A00078,0.506666666666661,0.080114228484925,0.763333333333335,0.333333333333329,0.46384,0.00641828960573477
A00079,0.876666666666665,0.0680376702946579,0.99,0.686666666666667,0.873131313131313,0.00462912457912457
A00080,0.668333333333333,0.0245307140419331,0.703333333333333,0.613333333333333,0.665227272727273,0.000601755931407093
A00081,0.823333333333334,0.0327260473465112,0.906666666666666,0.603333333333333,0.824768518518519,0.00107099417492609
A00082,0.961666666666666,0.0876193584749727,1.12,0.606666666666667,0.947444444444445,0.00767715197956576
A00083,0.866666666666667,0.129589626778716,1.30333333333333,0.486666666666665,0.868088235294118,0.0167934713686469
A00084,0.824999999999999,0.14747806184682,1.00333333333333,0.360000000000003,0.78640350877193,0.0217497787260945
A00085,0.849999999999998,0.185475068408131,1.23,0.356666666666666,0.795045045045045,0.034401001001001
A00086,0.853333333333332,0.113805656087954,0.93,0.41,0.826190476190476,0.0129517273576097
A00087,0.596666666666667,0.0528288229245209,0.643333333333333,0.516666666666668,0.580065359477124,0.00279088453159039
A00088,0.850000000000001,0.140857045880001,0.883333333333333,0.393333333333334,0.80018018018018,0.0198407073740407
A00089,0.773333333333333,0.177459869886277,0.903333333333332,0.356666666666667,0.714471544715447,0.0314920054200542
A00090,0.779999999999998,0.16841356211788,1.00666666666667,0.376666666666667,0.752393162393162,0.0283631279052332
A00091,0.95,0.0125961060528302,0.976666666666667,0.93,0.95236559139785,0.000158661887694146
A00092,0.643333333333334,0.100564140048765,0.863333333333333,0.34,0.634113475177305,0.0101131462637475
A00093,0.791666666666667,0.0130912364343661,0.81,0.763333333333333,0.789444444444444,0.000171380471380475
A00094,1.12,0.250359620929592,1.14,0.343333333333334,1.00954022988506,0.0626799397920088
A00095,0.863333333333333,0.139042930449328,0.913333333333334,0.403333333333333,0.816388888888889,0.0193329365079365
A00096,0.963333333333338,0.196749797811436,1.03333333333333,0.356666666666669,0.886318407960199,0.0387104829388411
A00097,0.683333333333334,0.0349722595686641,0.74,0.609999999999999,0.683798449612403,0.00122305893933802
A00098,1,0.0907022713341728,1.17666666666667,0.853333333333335,1.00091954022989,0.00822690202517791
A00099,0.875000000000001,0.11718106612364,1.05,0.333333333333333,0.853823529411765,0.0137314022578728
A00100,0.693333333333332,0.0602201641485044,0.853333333333335,0.593333333333334,0.667045454545455,0.00362646817007282
A00101,0.566666666666666,0.101245963366641,0.859999999999999,0.373333333333333,0.581960784313726,0.0102507450980392
A00102,0.933333333333334,0.197646759706743,1.50333333333333,0.706666666666667,0.973928571428571,0.039064241622575
A00103,0.606666666666667,0.0843632014473971,0.879999999999999,0.386666666666667,0.636666666666667,0.0071171497584541
A00104,1.055,0.139712268361189,1.12,0.526666666666667,1.02547619047619,0.019519517930629
A00105,1.01333333333333,0.0604145580625878,1.14,0.863333333333334,1.01028248587571,0.00364991882589779
A00106,0.886666666666667,0.2352494261207,0.94,0.333333333333333,0.708405797101449,0.0553422924901186
A00107,0.603333333333334,0.161370811518337,0.919999999999998,0.336666666666666,0.618680555555556,0.0260405388100867
A00108,0.856666666666667,0.166089369062375,1.13666666666667,0.423333333333334,0.836854460093897,0.0275856785155377
A00109,0.918333333333331,0.0907712251904791,1.06333333333334,0.766666666666667,0.925104166666667,0.00823941532258067
A00110,0.998333333333333,0.167470894899889,1.18333333333333,0.436666666666667,0.958555555555556,0.0280465006385695
A00111,0.63,0.041411894544498,0.77,0.546666666666667,0.635957446808511,0.00171494500976462
A00112,0.965,0.0189359342015874,1.00666666666667,0.933333333333334,0.962444444444445,0.000358569604086847
A00113,0.733333333333334,0.021554869186915,0.803333333333333,0.716666666666667,0.741196581196581,0.000464612385665016
A00114,1.09666666666667,0.352742926245816,1.76,0.596666666666668,1.09530864197531,0.124427572016461
A00115,0.700000000000003,0.099155412031462,0.873333333333332,0.366666666666667,0.659481481481482,0.00983179573512901
A00116,0.976666666666667,0.0183745617926741,1.01333333333333,0.936666666666667,0.975333333333333,0.000337624521072799
A00117,0.863333333333333,0.054892646268686,0.91,0.613333333333333,0.851333333333333,0.00301320261437909
A00118,0.753333333333332,0.10502496799542,0.996666666666666,0.366666666666667,0.728943089430894,0.011030243902439
A00119,0.998333333333335,0.237853964233108,1.54666666666667,0.356666666666669,0.965111111111111,0.0565745083014046
A00120,0.683333333333332,0.0930045959646326,1.25,0.343333333333333,0.679545454545455,0.00864985487054454
A00121,0.886666666666667,0.143403865129501,0.963333333333333,0.493333333333334,0.839809523809524,0.0205646685340802
A00122,0.83,0.00892232274339226,0.853333333333334,0.816666666666666,0.832666666666667,7.96078431372548e-05
A00123,0.896666666666667,0.202952859923813,1.36333333333333,0.426666666666666,0.9053125,0.0411898633512547
A00124,1.02,0.212922431341134,1.08,0.373333333333335,0.921182795698925,0.0453359617682198
A00125,0.796666666666666,0.151519671470147,1.12666666666667,0.336666666666666,0.764561403508772,0.0229582108424214
A00126,1.10333333333333,0.299291676739983,1.41,0.35,0.923548387096774,0.0895755077658304
A00127,0.783333333333334,0.0874864120497922,1.13,0.629999999999999,0.768157894736842,0.00765387229334603
A00128,0.916666666666667,0.19119461259621,1.38333333333333,0.666666666666668,0.971884057971015,0.0365553798858147
A00129,0.636666666666667,0.0616191673816685,0.683333333333334,0.343333333333334,0.623263888888889,0.00379692178881009
A00130,0.916666666666665,0.156970224616396,0.98,0.393333333333334,0.861176470588235,0.024639651416122
A00131,1.02,0.0189090815793381,1.05,0.983333333333334,1.01471264367816,0.000357553366174062
A00132,0.623333333333334,0.183471518810701,1.22,0.346666666666668,0.655681818181818,0.0336617982147053
A00133,0.75,0.139437472001151,1.43,0.460000000000001,0.765526315789474,0.0194428085980717
A00134,0.883333333333333,0.154464709254991,1.06333333333333,0.353333333333333,0.832666666666667,0.0238593464052288
A00135,0.983333333333334,0.0548486906924307,1.07,0.806666666666667,0.974972677595628,0.00300837887067393
A00136,0.533333333333334,0.0113070742391623,0.546666666666667,0.493333333333333,0.532142857142857,0.000127849927849929
A00137,0.553333333333333,0.12666542827052,0.916666666666666,0.39,0.584313725490196,0.0160441307189543
A00138,0.590000000000001,0.0423554084214996,0.706666666666663,0.416666666666664,0.595454545454546,0.00179398062255204
A00139,0.986666666666667,0.26333793628505,1.39333333333333,0.436666666666667,0.909090909090909,0.0693468686868689
A00140,0.890000000000001,0.0308261662431858,0.94,0.84,0.893636363636364,0.000950252525252525
A00141,0.765,0.0752173378128202,0.846666666666667,0.609999999999999,0.763484848484849,0.00565764790764791
A00142,0.600000000000001,0.257948126126859,1.01333333333333,0.376666666666665,0.722439024390244,0.0665372357723578
A00143,0.796666666666665,0.345272714768128,1.65,0.343333333333334,0.783947368421053,0.119213247563353
A00144,1.11333333333333,0.134793054190697,1.17,0.426666666666669,1.08641975308642,0.0181691674580562
A00145,0.746666666666664,0.128015360222908,1.07666666666667,0.463333333333335,0.747252252252252,0.0163879324530009
A00146,1.08,0.145095551237211,1.13333333333333,0.466666666666667,1.04059523809524,0.0210527189888301
A00147,0.896666666666668,0.154147746970829,1.02,0.383333333333333,0.863816425120773,0.0237615278961827
A00148,1.025,0.175503071838576,1.13,0.406666666666667,0.969555555555556,0.0308013282247765
A00149,0.733333333333333,0.0441541350761678,0.88,0.666666666666668,0.741880341880342,0.00194958764432447
A00150,0.873333333333333,0.032408573812583,0.946666666666665,0.763333333333335,0.867272727272727,0.00105031565656564
A00151,0.770000000000001,0.0886599898047183,0.800000000000001,0.373333333333333,0.752051282051282,0.00786059379217275
A00152,0.876666666666667,0.0564916712671781,0.953333333333333,0.653333333333333,0.883434343434344,0.00319130892255891
A00153,0.638333333333334,0.0801473414137825,0.746666666666666,0.35,0.621875,0.00642359633569741
A00154,0.89,0.0223115364665504,0.933333333333334,0.846666666666667,0.890625,0.000497804659498209
A00155,0.470000000000002,0.17093886735287,0.846666666666666,0.346666666666667,0.599795918367347,0.029220096371882
A00156,0.403333333333333,0.157716701850553,1.00333333333333,0.333333333333336,0.491724137931035,0.0248745580426161
A00157,0.858333333333332,0.157301433563955,0.990000000000002,0.366666666666667,0.801531531531532,0.0247437410012752
A00158,0.629999999999999,0.0727204365871111,0.899999999999999,0.370000000000001,0.619078014184397,0.00528826189742004
A00159,0.586666666666666,0.317379539478795,1.25,0.406666666666666,0.704166666666667,0.100729772079772
A00160,0.633333333333333,0.0147814447553478,0.656666666666667,0.600000000000001,0.63113475177305,0.000218491109055399
A00161,0.763333333333335,0.0286863338407252,0.966666666666667,0.740000000000002,0.770692640692641,0.000822905749221536
A00162,0.809999999999999,0.0446942094938287,0.9,0.733333333333333,0.818095238095238,0.00199757236227824
A00163,1.01833333333333,0.158231808547684,1.37666666666667,0.546666666666667,0.988111111111111,0.0250373052362708
A00164,0.671666666666666,0.196078825577902,1.09333333333333,0.333333333333336,0.680303030303031,0.0384469058400092
A00165,0.836666666666667,0.0885183644321944,1.14333333333333,0.8,0.876161616161616,0.00783550084175077
A00166,0.940000000000001,0.0796127280170979,1.11,0.843333333333334,0.955555555555556,0.00633818646232441
A00167,0.45,0.196649218235618,0.860000000000001,0.373333333333334,0.574705882352941,0.0386709150326798
A00168,0.883333333333335,0.00809507893910257,0.896666666666667,0.866666666666664,0.883636363636364,6.5530303030302e-05
A00169,0.973333333333333,0.217559640029342,1.07,0.436666666666667,0.873030303030303,0.047332196969697
A00170,0.806666666666667,0.0868075777542235,1.11666666666667,0.48,0.815,0.00753555555555556
A00171,0.92,0.075142636170215,1.02333333333333,0.733333333333334,0.91125,0.0056464157706093
A00172,0.833333333333332,0.215966681219281,1.16333333333333,0.363333333333333,0.764473684210526,0.0466416073968706
A00173,0.941666666666666,0.251253404960557,1.02666666666667,0.35,0.782564102564103,0.0631282735042735
A00174,0.65,0.029592822255886,0.71,0.613333333333333,0.653481481481482,0.000875735129068464
A00175,0.943333333333333,0.158505090253795,1.05333333333333,0.34,0.893636363636364,0.0251238636363636
A00176,0.960000000000001,0.187098222732058,1.08,0.333333333333333,0.887575757575758,0.0350057449494949
A00177,0.823333333333332,0.163069595288277,0.943333333333333,0.34,0.753675213675214,0.0265916929074823
A00178,0.653333333333334,0.140800117906962,0.743333333333333,0.333333333333333,0.604313725490196,0.0198246732026144
A00179,0.829999999999998,0.155972418752823,0.863333333333333,0.34,0.764871794871795,0.024327395411606
A00180,0.76,0.0720856509849222,1.01666666666667,0.569999999999999,0.770964912280702,0.00519634107792001
A00181,0.50333333333333,0.0131891187757727,0.52,0.423333333333332,0.502033898305085,0.000173952854081439
A00182,0.986666666666665,0.197148090892669,1.98666666666667,0.333333333333336,0.970222222222222,0.038867369742624
A00183,1.02,0.113228000892436,1.33333333333333,0.636666666666667,1.00977011494253,0.0128205801860974
A00184,0.898333333333334,0.055212910644089,1.02666666666667,0.826666666666668,0.915520833333333,0.00304846550179215
A00185,0.663333333333333,0.0280285648746735,0.699999999999999,0.546666666666667,0.659925925925926,0.000785600448933783
A00186,0.916666666666666,0.236830337534793,1.27666666666667,0.489999999999998,0.817619047619048,0.0560886087768441
A00187,0.746666666666666,0.0943542451468707,0.93,0.366666666666667,0.722764227642276,0.00890272357723577
A00188,0.758333333333333,0.0208551568957919,0.806666666666668,0.72,0.759561403508772,0.000434937569148096
A00189,0.558333333333334,0.0414145411760725,0.636666666666667,0.459999999999997,0.53962962962963,0.00171516422082461
A00190,0.908333333333333,0.25012726105654,1.05666666666667,0.343333333333334,0.744,0.0625636467236467
A00191,0.810000000000001,0.235537709687832,0.976666666666667,0.35,0.673181818181818,0.0554780126849894
A00192,0.873333333333334,0.184625183367095,1.27333333333333,0.343333333333334,0.8878125,0.0340864583333333
A00193,0.710000000000001,0.0358538889803262,0.796666666666667,0.673333333333336,0.720569105691057,0.00128550135501356
A00194,0.9,0.108742815854658,1.28,0.54,0.886666666666667,0.011825
A00195,0.886666666666667,0.23758370544719,0.993333333333332,0.333333333333333,0.741025641025641,0.0564460170940171
A00196,0.993333333333333,0.421979202957346,2.97333333333333,0.343333333333333,0.993793103448276,0.178066447728517
A00197,0.963333333333335,0.124911342514001,1.08333333333333,0.37,0.945161290322581,0.0156028434886499
A00198,0.793333333333333,0.29054865086336,1.33666666666667,0.476666666666667,0.872222222222222,0.0844185185185185
A00199,1.05,0.0378857777741777,1.11,0.960000000000001,1.0502380952381,0.00143533215755438
A00200,0.68,0.0714520608043442,0.693333333333333,0.333333333333334,0.665530303030303,0.00510539699318771
